id_questao;missao;pergunta;alternativa_certa;texto_alternativa_a;texto_alternativa_b;texto_alternativa_c;texto_alternativa_d;texto_alternativa_e;texto_alternativa_certa
M1_Q11;1;"Qual linguagem foi fortemente inspirada em Algol e se tornou a principal para ensino de programação por sua simplicidade e suporte a programação estruturada?";a;"Pascal";"C";"Simula";"Fortran";"Lisp";"Pascal"
M1_Q12;1;"Qual linguagem projetada para sistemas de informação comerciais é descrita como verborrágica e ainda hoje é ativa?";c;"Java";"Pascal";"Cobol";"Fortran";"Python";"Cobol"
M1_Q13;1;"Qual linguagem de grande importância histórica foi utilizada para reimplementar o sistema operacional Unix?";a;"C";"Java";"Python";"Fortran";"Lisp";"C"
M1_Q14;1;"A que estilo de programação a linguagem Lisp de 1958 é precursora?";b;"Programação orientada a objetos";"Programação funcional";"Programação imperativa";"Programação estruturada";"Programação lógica";"Programação funcional"
M1_Q15;1;"O que a linguagem Algol-60 introduziu para melhorar a legibilidade e o tempo de desenvolvimento de programas?";c;"O uso de desvios incondicionais.";"O uso de linguagens de baixo nível.";"O uso de blocos delimitados de código e escopo.";"A introdução da programação puramente orientada a objetos.";"A ênfase na computação numérica.";"O uso de blocos delimitados de código e escopo."
M1_Q16;1;"Qual é o significado da sigla COBOL?";b;"Common Object-Based Online Language";"Common Business Oriented Language";"Common Business and Office Language";"Computer Business Oriented Language";"Common Block-Oriented Language";"Common Business Oriented Language"
M1_Q17;1;"A qual das seguintes LP o documento se refere como 'Linguagem de Programação em Lógica'?";d;"Lisp";"Java";"Python";"Prolog";"Smalltalk";"Prolog"
M1_Q18;1;"Qual das seguintes características de uma LP está relacionada à execução em um tempo aceitável para os propósitos de uso da linguagem?";a;"Eficiência";"Simplicidade";"Universalidade";"Expressividade";"Implementável";"Eficiência"
M1_Q19;1;"Segundo o documento, até os anos 50, quais eram os principais usos dos computadores?";c;"Aplicações de IA.";"Sistemas de informação comerciais.";"Cálculos numéricos.";"Edição de texto.";"Jogos.";"Cálculos numéricos."
M1_Q20;1;"Qual das opções abaixo não é uma das características desejáveis em uma LP conforme listado no slide 'Características' e 'Simplicidade'?";e;"Expressividade.";"Simplicidade.";"Suporte a abstração.";"Implementável.";"Maior poder expressivo que dificulta o aprendizado.";"Maior poder expressivo que dificulta o aprendizado."
M2_Q1;2;"O que é uma linguagem de baixo nível segundo o documento?";c;"Uma linguagem que não precisa de compilador.";"Uma linguagem com sintaxe complexa e difícil de usar.";"Uma linguagem cujas instruções são escritas utilizando as instruções do microprocessador.";"Uma linguagem que suporta vários paradigmas.";"Uma linguagem que não é universal.";"Uma linguagem cujas instruções são escritas utilizando as instruções do microprocessador."
M2_Q2;2;"Qual das seguintes é uma característica das linguagens de alto nível?";a;"Sintaxe mais estruturada e independente da arquitetura do computador.";"Baixa portabilidade.";"Dificuldade de implementação.";"Instruções que refletem diretamente as operações da máquina.";"Pouca expressividade.";"Sintaxe mais estruturada e independente da arquitetura do computador."
M2_Q3;2;"Qual o principal problema das linguagens compiladas mencionado no texto?";b;"Baixa eficiência.";"Problemas com portabilidade e depuração.";"Lentidão na execução.";"Maior consumo de memória.";"Sintaxe muito complexa.";"Problemas com portabilidade e depuração."
M2_Q4;2;"De acordo com o documento, qual o papel de um compilador?";d;"Executar o programa diretamente.";"Converter a linguagem de máquina em código fonte.";"Apenas verificar erros de sintaxe.";"Traduzir um programa de uma linguagem para outra semanticamente equivalente.";"Tornar o programa mais eficiente.";"Traduzir um programa de uma linguagem para outra semanticamente equivalente."
M2_Q5;2;"Qual das seguintes é uma vantagem das linguagens interpretadas?";b;"Maior eficiência.";"Flexibilidade, portabilidade e facilidade para prototipação.";"Menor consumo de memória.";"Tradução direta para código de máquina.";"Sintaxe mais simples.";"Flexibilidade, portabilidade e facilidade para prototipação."
M2_Q6;2;"Qual é a primeira fase da compilação de acordo com o exemplo?";e;"Tradução para linguagem de montagem.";"Análise Semântica.";"Análise Sintática.";"Tradução para linguagem intermediária.";"Análise Léxica.";"Análise Léxica."
M2_Q7;2;"O que é 'semântica' de um programa?";a;"O significado do programa.";"O formato do programa.";"A sua capacidade de ser compilado.";"O uso de variáveis mutáveis.";"O número de linhas de código.";"O significado do programa."
M2_Q8;2;"Qual das linguagens a seguir é citada como um exemplo de LP compilada estaticamente?";e;"Python";"Java";"PHP";"C#";"C++";"C++"
M2_Q9;2;"De acordo com o diagrama de paradigmas, quais são as duas grandes categorias de paradigmas?";c;"Estruturado e Orientado a objetos.";"Funcional e Lógico.";"Imperativo e Declarativo.";"Concorrente e Estruturado.";"Imperativo e Funcional.";"Imperativo e Declarativo."
M2_Q10;2;"Qual dos paradigmas listados a seguir é uma subcategoria do paradigma Imperativo?";a;"Estruturado.";"Lógico.";"Funcional.";"Concorrente.";"Orientado a objetos.";"Estruturado."
M2_Q11;2;"Qual das linguagens é um exemplo de paradigma puramente lógico?";e;"Lisp";"C++";"Java";"Python";"Prolog";"Prolog"
M2_Q12;2;"Que paradigma de LP é definido por 'objeto, mensagem'?";b;"Paradigma funcional.";"Paradigma orientado a objetos.";"Paradigma lógico.";"Paradigma concorrente.";"Paradigma imperativo.";"Paradigma orientado a objetos."
M2_Q13;2;"Qual é a principal desvantagem de linguagens interpretadas?";c;"Problemas com portabilidade.";"Dificuldade para prototipação.";"Ineficiência e maior consumo de memória.";"Sintaxe complexa.";"Falta de flexibilidade.";"Ineficiência e maior consumo de memória."
M2_Q14;2;"Qual das linguagens a seguir é um exemplo de LP interpretada?";a;"Java.";"C.";"Fortran.";"Pascal.";"Assembly.";"Java."
M2_Q15;2;"A qual fase da compilação se refere a transformação de caracteres em tokens?";d;"Análise sintática.";"Análise semântica.";"Tradução para linguagem de montagem.";"Análise léxica.";"Tradução para linguagem intermediária.";"Análise léxica."
M2_Q16;2;"De acordo com o documento, o que é a sintaxe de um programa?";b;"O significado do programa.";"O formato do programa e como suas construções devem ser arranjadas.";"A sua eficiência.";"A sua capacidade de ser interpretado.";"A sua universalidade.";"O formato do programa e como suas construções devem ser arranjadas."
M2_Q17;2;"Qual é a definição do paradigma funcional?";e;"Relação, dedução.";"Estado, atribuição, sequência.";"Objeto, mensagem.";"Processo, comunicação.";"Função, aplicação, avaliação.";"Função, aplicação, avaliação."
M2_Q18;2;"Um programa sintaticamente correto é sempre semanticamente correto?";d;"Sim, sempre.";"Sim, se for compilado.";"Sim, se for interpretado.";"Não, pois podem ocorrer erros de significado.";"Sim, desde que não tenha erros de digitação.";"Não, pois podem ocorrer erros de significado."
M2_Q19;2;"Qual das seguintes é uma forma de apresentar a semântica de uma linguagem?";c;"Sintaxe de Backus Naur (BNF).";"Fase de análise léxica.";"Semântica Axiomática.";"Análise sintática.";"Fase de tradução.";"Semântica Axiomática."
M2_Q20;2;"Qual das linguagens a seguir é classificada como multiparadigma por combinar funcional e OO?";d;"Java";"C++";"Ada";"Ocaml";"Prolog";"Ocaml"
M3_Q1;3;"O que são valores de 'primeira classe' em uma LP?";b;"Valores que não podem ser passados como argumento.";"Valores que não possuem restrições para seu uso como argumentos ou retorno de funções.";"Valores que são sempre do tipo inteiro.";"Valores que são sempre mutáveis.";"Valores que só existem em tempo de compilação.";"Valores que não possuem restrições para seu uso como argumentos ou retorno de funções."
M3_Q2;3;"Em linguagens como C, strings e arrays são exemplos de valores de qual classe?";e;"Primeira classe";"Terceira classe";"Sem classe";"Classe indefinida";"Segunda classe";"Segunda classe"
M3_Q3;3;"Qual o principal objetivo dos 'Sistemas de Tipos' em LPs?";a;"Determinar a qual tipo os valores e expressões pertencem em tempo de execução.";"Aumentar a complexidade do código.";"Diminuir a expressividade da linguagem.";"Acelerar a tradução de código para linguagem de máquina.";"Permitir o uso de polimorfismo ad-hoc.";"Determinar a qual tipo os valores e expressões pertencem em tempo de execução."
M3_Q4;3;"Qual é a principal desvantagem dos sistemas de tipo mais antigos, onde toda variável e parâmetro precisava de uma declaração com tipo específico?";d;"Maior flexibilidade.";"Pouca segurança de tipo.";"Alto desempenho.";"Pouca reusabilidade de código e programação engessada.";"Sintaxe simples.";"Pouca reusabilidade de código e programação engessada."
M3_Q5;3;"O que é monomorfismo?";c;"Quando uma entidade pode ter vários tipos associados.";"Quando um programa é semanticamente incorreto.";"Quando toda entidade tem um único tipo específico associado.";"Quando uma função retorna outra função.";"Quando uma linguagem é fracamente tipada.";"Quando toda entidade tem um único tipo específico associado."
M3_Q6;3;"Qual é o problema do monomorfismo na construção de programas?";b;"Aumenta a segurança de tipo.";"Diminui a flexibilidade na construção de componentes reusáveis.";"Acelera o tempo de compilação.";"Aumenta a expressividade.";"Permite o uso de polimorfismo.";"Diminui a flexibilidade na construção de componentes reusáveis."
M3_Q7;3;"O que é polimorfismo?";a;"Abstrações que operam de maneira uniforme sobre valores de tipos diferentes.";"Entidades que só podem ter um tipo específico.";"Linguagens que não têm verificação de tipos.";"Programas que não são compiláveis.";"Valores de segunda classe.";"Abstrações que operam de maneira uniforme sobre valores de tipos diferentes."
M3_Q8;3;"De acordo com a classificação do polimorfismo, qual tipo é dividido em 'Sobrecarga' e 'Coerção'?";e;"Polimorfismo Universal.";"Polimorfismo Paramétrico.";"Polimorfismo de Inclusão.";"Polimorfismo de Herança.";"Polimorfismo Ad-hoc.";"Polimorfismo Ad-hoc."
M3_Q9;3;"O que caracteriza o polimorfismo por sobrecarga?";b;"Um identificador aplica-se a uma única operação.";"Um identificador se aplica a mais de uma operação.";"O tipo de uma variável pode ser alterado durante a execução.";"A linguagem não tem verificação de tipos.";"Uma função retorna uma lista.";"Um identificador se aplica a mais de uma operação."
M3_Q10;3;"Qual é a principal característica da sobrecarga de operadores?";a;"O comportamento é alterado de acordo com os tipos dos operandos.";"O número de operandos é fixo.";"O operador é ignorado.";"A ordem dos operandos não importa.";"O resultado é sempre um inteiro.";"O comportamento é alterado de acordo com os tipos dos operandos."
M3_Q11;3;"O que é a coerção em polimorfismo?";d;"A capacidade de um objeto ter múltiplos tipos.";"Um mecanismo que permite a reusabilidade de código.";"Quando a função é passada como argumento.";"Uma conversão implícita de tipo que pode ocorrer para evitar erros de tipo.";"Um erro de tipo que o compilador não detecta.";"Uma conversão implícita de tipo que pode ocorrer para evitar erros de tipo."
M3_Q12;3;"O que é polimorfismo universal?";c;"Abstrações que atuam em um número finito de tipos.";"Quando a coerção não é permitida.";"Abstrações que atuam sobre um número infinito de tipos.";"Quando a sobrecarga de operadores é desativada.";"O tipo de uma variável não pode ser alterado.";"Abstrações que atuam sobre um número infinito de tipos."
M3_Q13;3;"Qual das linguagens a seguir é usada como exemplo de polimorfismo de inclusão no documento?";a;"Java.";"Python.";"Haskell.";"C.";"Lisp.";"Java."
M3_Q14;3;"O polimorfismo de inclusão caracteriza uma relação entre o que?";b;"Tipos e classes.";"Implementações e reuso de código.";"Funções e variáveis.";"Compiladores e interpretadores.";"Sintaxe e semântica.";"Implementações e reuso de código."
M3_Q15;3;"O que é polimorfismo paramétrico?";d;"Uma forma de coerção.";"Um tipo de herança.";"Uma forma de sobrecarga.";"Permite que uma abstração seja escrita de forma genérica para atuar sobre diferentes tipos.";"A capacidade de um tipo ser de primeira classe.";"Permite que uma abstração seja escrita de forma genérica para atuar sobre diferentes tipos."
M3_Q16;3;"Qual é o tipo de polimorfismo implementado em Java através de 'Generics'?";e;"Polimorfismo ad-hoc.";"Polimorfismo por inclusão.";"Polimorfismo por sobrecarga.";"Polimorfismo por coerção.";"Polimorfismo paramétrico.";"Polimorfismo paramétrico."
M3_Q17;3;"O que é um sistema de tipo estático?";c;"A verificação de tipos ocorre durante a execução.";"A verificação de tipos é opcional.";"A verificação de tipos ocorre durante a compilação.";"A linguagem não tem tipos.";"A linguagem é puramente funcional.";"A verificação de tipos ocorre durante a compilação."
M3_Q18;3;"Qual a principal vantagem de um sistema de tipo estático?";c;"Maior flexibilidade.";"Menor segurança de tipo.";"Detecção de erros de tipo em tempo de compilação.";"Maior consumo de memória.";"Maior portabilidade.";"Detecção de erros de tipo em tempo de compilação."
M3_Q19;3;"Em um sistema de tipo forte e dinâmico, como em Python, qual o possível problema mencionado no texto?";b;"O código não pode ser compilado.";"O erro de tipo é detectado apenas em tempo de execução.";"A linguagem é fracamente tipada.";"Não há polimorfismo.";"O código é difícil de ler.";"O erro de tipo é detectado apenas em tempo de execução."
M3_Q20;3;"Qual das seguintes linguagens é um exemplo de sistema de tipo forte e estático?";e;"Python";"JavaScript";"C";"PHP";"Java";"Java"
M4_Q1;4;"Qual a relação fundamental entre a arquitetura de von Neumann e o projeto de linguagens imperativas?";d;"A arquitetura de von Neumann não tem relação com o paradigma imperativo.";"Linguagens imperativas foram projetadas para arquiteturas de processamento paralelo.";"A arquitetura de von Neumann inspira linguagens funcionais e não imperativas.";"A maioria das linguagens imperativas populares foram projetadas em torno da arquitetura de von Neumann, que influencia o uso de variáveis e comandos.";"A arquitetura de von Neumann foi um modelo que substituiu a arquitetura imperativa.";"A maioria das linguagens imperativas populares foram projetadas em torno da arquitetura de von Neumann, que influencia o uso de variáveis e comandos."
M4_Q2;4;"O que é uma variável na programação imperativa, de acordo com o documento?";a;"Uma entidade que contém um valor que pode ser avaliado e alterado.";"Uma entidade que só pode ser lida.";"Uma constante que nunca muda de valor.";"Uma função que retorna um valor.";"Uma entidade que só existe em tempo de compilação.";"Uma entidade que contém um valor que pode ser avaliado e alterado."
M4_Q3;4;"Qual a principal diferença entre variáveis 'primitivas' e 'compostas'?";d;"Primitivas são mais rápidas que compostas.";"Compostas armazenam apenas números inteiros.";"Primitivas são alocadas no heap enquanto compostas são no stack.";"Primitivas armazenam valores de tipos primitivos, enquanto compostas possuem campos que são também variáveis.";"Primitivas não podem ser alteradas.";"Primitivas armazenam valores de tipos primitivos, enquanto compostas possuem campos que são também variáveis."
M4_Q4;4;"De acordo com a classificação quanto ao tempo de vida, o que é uma variável 'persistente'?";c;"Uma variável criada e usada apenas dentro de um programa.";"Uma variável alocada no stack.";"Uma variável que tem existência independente do tempo de vida do programa (arquivos).";"Uma variável que não pode ser destruída.";"Uma variável que muda de valor constantemente.";"Uma variável que tem existência independente do tempo de vida do programa (arquivos)."
M4_Q5;4;"O que é uma 'variável de heap'?";a;"Uma variável criada ou inicializada em tempo de execução, com alocação dinâmica de memória.";"Uma variável que é sempre declarada e inicializada no início da execução.";"Uma variável que só armazena tipos primitivos.";"Uma variável com alocação estática.";"Uma variável que não pode ser desalocada.";"Uma variável criada ou inicializada em tempo de execução, com alocação dinâmica de memória."
M4_Q6;4;"Qual a definição de 'tempo de vida' de uma variável?";e;"O número de linhas de código em que ela é usada.";"O momento em que ela é declarada.";"O intervalo de tempo que ela leva para ser inicializada.";"O tamanho da memória que ela ocupa.";"O intervalo de tempo entre a sua criação (alocação) e a sua destruição (desalocação).";"O intervalo de tempo entre a sua criação (alocação) e a sua destruição (desalocação)."
M4_Q7;4;"O que são 'referências soltas' (dangling references)?";b;"Apontadores para uma variável de stack desalocada.";"Apontadores para uma variável de heap que foi desalocada.";"Variáveis que não têm um valor.";"Variáveis que são sempre globais.";"Variáveis de tipos primitivos.";"Apontadores para uma variável de heap que foi desalocada."
M4_Q8;4;"O que é 'escopo' de uma variável?";c;"O tempo que a variável leva para ser criada.";"O valor que a variável armazena.";"As partes do programa que podem acessar essa variável.";"A sua classificação como primitiva ou composta.";"O tipo de memória em que a variável é alocada.";"As partes do programa que podem acessar essa variável."
M4_Q9;4;"O que caracteriza o 'escopo dinâmico'?";d;"O escopo é determinado pela estrutura textual do programa.";"O escopo de uma variável não pode ser alterado.";"O escopo é definido antes da execução.";"O escopo é determinado pela linha de execução do programa e depende da ordem de execução das rotinas.";"O escopo é sempre global.";"O escopo é determinado pela linha de execução do programa e depende da ordem de execução das rotinas."
M4_Q10;4;"Qual a principal desvantagem do 'escopo dinâmico' mencionada no documento?";e;"Aumenta a legibilidade.";"Promove o encapsulamento.";"Facilita a compreensão do código.";"É dependente da ordem de declaração das funções.";"Fica difícil acompanhar quais variáveis estão visíveis e prejudica o encapsulamento.";"Fica difícil acompanhar quais variáveis estão visíveis e prejudica o encapsulamento."
M4_Q11;4;"No 'escopo léxico', o que determina a definição do escopo?";a;"A estrutura 'textual' do programa.";"A ordem de execução das rotinas.";"O tipo de dado da variável.";"A quantidade de memória disponível.";"O número de chamadas de funções.";"A estrutura 'textual' do programa."
M4_Q12;4;"Qual a principal diferença entre 'expressões' e 'comandos'?";e;"Expressões modificam estados e comandos leem estados.";"Ambos modificam estados.";"Ambos leem estados.";"Comandos são sempre mais complexos que expressões.";"Expressões leem estados e computam valores, enquanto comandos modificam estados.";"Expressões leem estados e computam valores, enquanto comandos modificam estados."
M4_Q13;4;"O que são 'comandos sequenciais'?";b;"Comandos que são executados sem uma ordem particular.";"Um conjunto de comandos executados um após o outro em uma ordem definida.";"Comandos que são executados em paralelo.";"Comandos que só podem ser usados dentro de loops.";"Comandos que modificam o estado de forma não-determinística.";"Um conjunto de comandos executados um após o outro em uma ordem definida."
M4_Q14;4;"Qual das opções não é um tipo de comando fundamental listado no documento?";a;"Atribuições recursivas.";"Atribuições.";"Chamadas de Procedimento.";"Comandos sequenciais.";"Comandos iterativos.";"Atribuições recursivas."
M4_Q15;4;"O que são 'comandos colaterais'?";c;"Comandos que são executados em ordem definida.";"Comandos que não modificam o estado.";"Um conjunto de comandos não-determinísticos, executados sem uma ordem particular.";"Comandos que são usados apenas em programação orientada a objetos.";"Comandos que não podem ser usados em conjunto.";"Um conjunto de comandos não-determinísticos, executados sem uma ordem particular."
M4_Q16;4;"O que 'transparência referencial' significa para uma linguagem de programação?";d;"O uso de variáveis globais é proibido.";"A alocação de memória é sempre estática.";"Um programa pode ser lido de forma sequencial.";"Qualquer expressão pode ser substituída por outra que tenha o mesmo valor sem impacto.";"Uma linguagem com alta portabilidade.";"Qualquer expressão pode ser substituída por outra que tenha o mesmo valor sem impacto."
M4_Q17;4;"Qual o problema de uma linguagem imperativa não ter 'transparência referencial'?";e;"O código é sempre mais conciso.";"Não existem efeitos colaterais.";"Um compilador não pode ser usado.";"O uso de jumps é impossível.";"A avaliação de uma expressão pode alterar variáveis, impactando o comportamento do sistema.";"A avaliação de uma expressão pode alterar variáveis, impactando o comportamento do sistema."
M4_Q18;4;"O que é um 'sequenciador'?";a;"Uma construção que transfere o controle para outro ponto do programa.";"Uma construção que lê valores e não os modifica.";"Uma variável que só pode ser usada em funções.";"Uma linguagem de programação com escopo estático.";"Uma operação de atribuição simples.";"Uma construção que transfere o controle para outro ponto do programa."
M4_Q19;4;"O que o uso irrestrito de 'jumps' (goto) pode gerar?";d;"Um fluxo de controle única-entrada, única-saída.";"Um código mais legível.";"Um programa sem sequenciadores.";"Programas do tipo 'spaghetti' com múltiplas-entradas e múltiplas-saídas.";"Um fluxo de controle única-entrada, múltiplas-saídas.";"Programas do tipo 'spaghetti' com múltiplas-entradas e múltiplas-saídas."
M4_Q20;4;"O que o comando 'break' em Java representa?";b;"Um comando de atribuição.";"Um tipo de 'escape' que termina a execução de um comando composto.";"Um comando iterativo definido.";"Um tipo de 'jump' incondicional.";"Um comando condicional.";"Um tipo de 'escape' que termina a execução de um comando composto."
M5_Q1;5;"Em um sistema de tipagem forte e estático como o de Java, por que o polimorfismo de inclusão (relacionado à herança) é crucial para a reusabilidade de código?";c;"Porque ele permite a verificação de tipos apenas em tempo de execução.";"Porque ele torna a linguagem mais fracamente tipada.";"Porque permite que um tipo possa ser substituído por um subtipo sem comprometer a segurança de tipo.";"Porque ele é um tipo de polimorfismo ad-hoc.";"Porque ele ignora a verificação de tipos.";"Porque permite que um tipo possa ser substituído por um subtipo sem comprometer a segurança de tipo."
M5_Q2;5;"Qual a relação entre a linguagem Lisp (Missão 1) e o paradigma funcional (Missão 2)?";a;"Lisp é considerada a precursora do paradigma funcional, focando na aplicação e avaliação de funções.";"Lisp é uma linguagem puramente imperativa.";"Lisp é uma linguagem que só utiliza escopo dinâmico.";"Lisp não tem relação com o paradigma funcional.";"Lisp é uma linguagem fracamente tipada.";"Lisp é considerada a precursora do paradigma funcional, focando na aplicação e avaliação de funções."
M5_Q3;5;"A ausência de 'transparência referencial' nas linguagens imperativas (Missão 4) é uma consequência de qual característica fundamental dessas linguagens?";d;"O uso de polimorfismo.";"A tipagem estática.";"A alocação de memória no stack.";"O uso de variáveis mutáveis e comandos que alteram o estado do programa.";"O uso de escopo léxico.";"O uso de variáveis mutáveis e comandos que alteram o estado do programa."
M5_Q4;5;"Por que o uso irrestrito de 'jumps' (goto) se opõe aos princípios da programação estruturada introduzidos por linguagens como Algol-60 (Missão 1)?";e;"Porque 'jumps' promovem o encapsulamento.";"Porque 'jumps' são exclusivos de linguagens de alto nível.";"Porque 'jumps' aumentam a legibilidade do código.";"Porque 'jumps' garantem a transparência referencial.";"Porque 'jumps' criam um fluxo de controle múltiplas-entradas e múltiplas-saídas, dificultando a compreensão do código.";"Porque 'jumps' criam um fluxo de controle múltiplas-entradas e múltiplas-saídas, dificultando a compreensão do código."
M5_Q5;5;"Em um compilador, a 'Análise Léxica' (Missão 2) transforma o código fonte em tokens. O que a 'Análise Semântica' (Missão 2) faz em seguida?";b;"Verifica se o programa está bem formatado.";"Verifica o significado do programa, garantindo que as operações e tipos sejam compatíveis.";"Traduz os tokens para linguagem de máquina.";"Gera código de montagem.";"Otimiza o código.";"Verifica o significado do programa, garantindo que as operações e tipos sejam compatíveis."
M5_Q6;5;"Qual a relação entre o 'escopo léxico' (Missão 4) e o conceito de programação estruturada (Missão 1)?";c;"Escopo léxico é usado apenas em linguagens funcionais.";"Escopo léxico é determinado pela ordem de execução.";"Escopo léxico é determinado pela estrutura textual do programa, o que facilita a compreensão e organiza o código em blocos.";"Escopo léxico não tem relação com a programação estruturada.";"Escopo léxico é mais difícil de depurar.";"Escopo léxico é determinado pela estrutura textual do programa, o que facilita a compreensão e organiza o código em blocos."
M5_Q7;5;"Considere a linguagem C (Missão 1) com seu sistema de tipo estático (Missão 3). Qual a principal diferença em como ela lida com 'referências soltas' (Missão 4) em comparação com linguagens com gerenciamento automático de memória?";a;"C exige gerenciamento manual de memória, o que aumenta a probabilidade de 'dangling references' se a memória de heap for desalocada incorretamente.";"C é uma linguagem de alto nível que previne 'dangling references'.";"Em C, 'dangling references' não são um problema.";"C não tem ponteiros.";"Em C, as 'dangling references' são detectadas em tempo de compilação.";"C exige gerenciamento manual de memória, o que aumenta a probabilidade de 'dangling references' se a memória de heap for desalocada incorretamente."
M5_Q8;5;"O que o conceito de 'monomorfismo' (Missão 3) representa em contraste com a 'expressividade' de uma LP (Missão 1)?";d;"Monomorfismo aumenta a expressividade.";"Monomorfismo não tem relação com a expressividade.";"Monomorfismo é uma forma de polimorfismo universal.";"Monomorfismo limita a capacidade de escrever código genérico, diminuindo a expressividade de uma linguagem.";"Monomorfismo é um erro de compilação.";"Monomorfismo limita a capacidade de escrever código genérico, diminuindo a expressividade de uma linguagem."
M5_Q9;5;"Qual é a principal razão pela qual linguagens interpretadas (Missão 2) são frequentemente mais portáveis que linguagens compiladas (Missão 2)?";b;"Linguagens interpretadas traduzem o código para código de máquina antes da execução.";"O interpretador pode ser escrito para diferentes arquiteturas, permitindo que o mesmo código fonte seja executado em múltiplos sistemas.";"Linguagens interpretadas são sempre mais eficientes.";"Linguagens interpretadas têm menos recursos.";"Linguagens interpretadas não têm fases de análise.";"O interpretador pode ser escrito para diferentes arquiteturas, permitindo que o mesmo código fonte seja executado em múltiplos sistemas."
M5_Q10;5;"O que o conceito de 'valores de primeira classe' (Missão 3) tem em comum com o paradigma funcional (Missão 2)?";a;"Permite que funções sejam tratadas como valores, o que é fundamental para o paradigma funcional.";"Não há relação entre os dois.";"Valores de primeira classe são exclusivos de linguagens imperativas.";"O paradigma funcional não utiliza valores de primeira classe.";"Valores de primeira classe são sempre mutáveis.";"Permite que funções sejam tratadas como valores, o que é fundamental para o paradigma funcional."
M5_Q11;5;"Qual a relação entre a arquitetura de von Neumann (Missão 4) e o conceito de 'comandos' (Missão 4)?";d;"A arquitetura de von Neumann não tem comandos.";"Comandos são a mesma coisa que expressões.";"Comandos são uma abstração de alto nível que não se relaciona com a máquina.";"Comandos são baseados nas operações de transferência de dados e instruções da arquitetura de von Neumann.";"Comandos são usados apenas em linguagens declarativas.";"Comandos são baseados nas operações de transferência de dados e instruções da arquitetura de von Neumann."
M5_Q12;5;"O que um sistema de tipagem forte e dinâmico como o de Python (Missão 3) pode permitir em tempo de execução?";b;"Erros de tipo serem detectados em tempo de compilação.";"Uma variável assumir valores de tipos diferentes, o que pode levar a erros de tipo em tempo de execução.";"Ponteiros para memória desalocada.";"Não há polimorfismo.";"Um código não ser interpretado.";"Uma variável assumir valores de tipos diferentes, o que pode levar a erros de tipo em tempo de execução."
